Order ID,Order Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2019-54811,2020-10-24,First Class,Consumer,Florida,South,Office Supplies,Accessories,4814.15,4,0.04,293.42
CA-2015-30150,2022-06-03,Standard Class,Corporate,Florida,Central,Furniture,Binders,1746.87,8,0.45,-685.16
CA-2019-53286,2019-03-07,Second Class,Home Office,Florida,West,Furniture,Chairs,1739.04,3,0.24,-107.26
CA-2015-78450,2019-05-15,Second Class,Home Office,California,West,Technology,Chairs,2982.45,2,0.37,-891.36
CA-2015-65069,2021-09-14,First Class,Corporate,Illinois,South,Office Supplies,Accessories,4855.17,7,0.07,472.64
CA-2015-24397,2018-07-03,First Class,Home Office,Ohio,South,Office Supplies,Chairs,4915.57,4,0.34,-279.03
CA-2018-56959,2018-10-11,Same Day,Consumer,New York,West,Furniture,Tables,2902.49,6,0.12,319.1
CA-2015-60517,2022-02-17,Standard Class,Home Office,Texas,South,Office Supplies,Chairs,15.42,5,0.22,-2.32
CA-2019-76234,2018-07-22,First Class,Corporate,Illinois,West,Technology,Paper,4504.28,2,0.01,432.65
CA-2017-57280,2020-04-25,Same Day,Consumer,Ohio,Central,Technology,Paper,2855.49,2,0.08,395.24
CA-2018-26779,2019-05-03,Standard Class,Corporate,California,Central,Office Supplies,Copiers,1836.32,9,0.05,410.74
CA-2019-82936,2019-02-09,First Class,Consumer,Florida,West,Technology,Copiers,4147.68,2,0.12,-256.2
CA-2017-46939,2018-03-21,Same Day,Consumer,Texas,West,Technology,Binders,2005.16,8,0.05,407.27
CA-2015-45270,2021-05-13,Same Day,Home Office,Ohio,East,Furniture,Tables,179.88,8,0.35,-28.7
CA-2018-92637,2017-12-29,Standard Class,Consumer,New York,East,Technology,Paper,4107.15,1,0.01,725.01
CA-2018-64098,2017-05-03,Same Day,Corporate,Ohio,South,Office Supplies,Accessories,2733.84,1,0.31,-56.17
CA-2016-15486,2020-04-26,Standard Class,Home Office,Illinois,South,Office Supplies,Phones,1697.34,4,0.07,283.3
CA-2019-99112,2019-01-12,Standard Class,Corporate,Washington,West,Technology,Phones,1261.95,2,0.47,-261.82
CA-2018-21130,2018-11-11,Standard Class,Consumer,Illinois,West,Office Supplies,Phones,2973.05,1,0.47,-985.57
CA-2019-70566,2018-02-24,Second Class,Corporate,Ohio,East,Furniture,Copiers,1048.17,9,0.11,82.38
CA-2015-11062,2021-07-08,Same Day,Corporate,Texas,East,Technology,Accessories,1626.02,3,0.31,-172.6
CA-2019-99780,2020-06-29,Standard Class,Consumer,Ohio,West,Technology,Chairs,3186.29,1,0.01,383.62
CA-2016-31689,2021-07-01,First Class,Home Office,Ohio,Central,Technology,Accessories,4408.91,2,0.47,-1223.2
CA-2016-19348,2021-04-22,Second Class,Corporate,California,Central,Office Supplies,Chairs,2669.12,8,0.26,-402.6
CA-2017-48102,2020-09-20,Second Class,Consumer,New York,South,Office Supplies,Phones,3797.94,5,0.02,250.07
CA-2019-99930,2017-04-02,Same Day,Home Office,Texas,West,Technology,Binders,3817.67,7,0.17,-101.2
CA-2016-82267,2021-04-03,Standard Class,Home Office,Ohio,West,Office Supplies,Binders,3325.13,6,0.04,647.81
CA-2015-33625,2022-03-05,Same Day,Home Office,Florida,South,Office Supplies,Chairs,1236.73,1,0.2,97.76
CA-2016-82592,2017-03-04,Second Class,Corporate,New York,East,Technology,Phones,4335.28,6,0.33,-717.8
CA-2019-54261,2021-08-13,Standard Class,Corporate,Illinois,East,Technology,Accessories,2187.02,7,0.23,-42.2
CA-2019-60343,2018-05-27,First Class,Corporate,Texas,Central,Office Supplies,Binders,230.61,4,0.19,-26.35
CA-2016-72856,2020-03-08,Standard Class,Home Office,Illinois,West,Technology,Chairs,1230.62,8,0.06,265.96
CA-2016-98858,2021-09-18,Second Class,Corporate,Ohio,East,Technology,Accessories,3830.09,8,0.12,276.35
CA-2016-93460,2020-04-23,First Class,Consumer,Illinois,Central,Technology,Phones,354.98,7,0.05,69.25
CA-2019-64693,2020-05-13,Standard Class,Corporate,Illinois,Central,Technology,Tables,745.35,2,0.4,-112.84
CA-2017-38295,2019-02-11,First Class,Corporate,California,Central,Office Supplies,Phones,3474.19,6,0.07,153.28
CA-2019-36432,2020-05-22,First Class,Home Office,Illinois,East,Technology,Copiers,4464.08,6,0.3,-525.45
CA-2018-67854,2017-09-13,Second Class,Corporate,Florida,East,Furniture,Phones,3172.32,7,0.17,381.06
CA-2015-11324,2017-05-15,First Class,Consumer,Florida,West,Technology,Accessories,1119.23,6,0.11,-42.07
CA-2018-45909,2021-05-16,Same Day,Home Office,New York,West,Furniture,Accessories,276.53,2,0.32,-27.44
CA-2018-29870,2019-05-25,Second Class,Consumer,Ohio,Central,Technology,Paper,3079.48,8,0.23,186.51
CA-2017-82124,2019-04-02,Same Day,Home Office,Washington,Central,Furniture,Paper,246.52,4,0.2,-18.45
CA-2018-36790,2017-03-29,First Class,Home Office,Illinois,East,Furniture,Accessories,3067.48,9,0.3,-106.25
CA-2017-35289,2022-02-03,Same Day,Corporate,Illinois,East,Technology,Accessories,1135.64,8,0.25,37.95
CA-2016-25485,2019-09-15,Standard Class,Consumer,Texas,West,Technology,Tables,4524.23,3,0.15,392.57
CA-2017-96188,2020-05-15,First Class,Home Office,California,West,Technology,Tables,2380.71,3,0.28,-409.88
CA-2019-96769,2020-02-27,Standard Class,Corporate,Washington,South,Furniture,Phones,1127.45,8,0.33,-221.54
CA-2018-13709,2019-04-03,Same Day,Home Office,New York,West,Office Supplies,Copiers,4267.2,2,0.01,208.89
CA-2016-40355,2019-10-24,Standard Class,Home Office,Washington,East,Office Supplies,Binders,1277.64,9,0.23,35.6
CA-2018-67799,2019-09-01,First Class,Home Office,Illinois,Central,Technology,Copiers,1539.93,4,0.03,357.88
CA-2019-35470,2019-07-23,Standard Class,Home Office,Texas,South,Office Supplies,Tables,4173.05,6,0.09,493.16
CA-2015-52918,2021-11-13,Same Day,Home Office,Ohio,West,Office Supplies,Phones,1550.87,3,0.28,-220.02
CA-2015-49298,2017-05-01,Same Day,Home Office,California,West,Technology,Copiers,2056.72,3,0.43,-742.06
CA-2019-90219,2020-11-09,Same Day,Corporate,Ohio,East,Furniture,Chairs,1744.85,3,0.44,-352.0
CA-2015-38016,2021-06-26,First Class,Home Office,New York,South,Technology,Paper,590.84,2,0.03,119.13
CA-2015-43591,2019-11-28,Same Day,Consumer,Washington,West,Office Supplies,Copiers,204.09,8,0.21,13.91
CA-2015-77641,2020-09-26,First Class,Corporate,New York,Central,Furniture,Binders,3625.46,9,0.29,-207.98
CA-2018-32700,2019-10-05,Standard Class,Consumer,Illinois,East,Office Supplies,Phones,3229.23,8,0.07,604.43
CA-2019-30559,2019-07-14,Same Day,Home Office,New York,South,Furniture,Copiers,1419.01,3,0.38,-203.64
CA-2019-71642,2018-10-07,Standard Class,Consumer,Ohio,West,Office Supplies,Accessories,1485.04,7,0.37,-241.06
CA-2018-31732,2018-12-15,Second Class,Home Office,Texas,West,Technology,Chairs,4725.58,2,0.45,-1385.82
CA-2018-40354,2019-05-10,Standard Class,Home Office,New York,South,Office Supplies,Paper,4938.48,4,0.0,1360.7
CA-2018-81726,2017-01-21,Second Class,Corporate,Florida,East,Office Supplies,Chairs,2372.44,6,0.11,243.75
CA-2015-62528,2017-08-30,Standard Class,Corporate,Texas,South,Furniture,Phones,4014.23,5,0.41,-1045.35
CA-2015-78866,2018-03-31,First Class,Home Office,Washington,South,Office Supplies,Tables,3686.06,9,0.34,-992.04
CA-2015-17114,2019-08-21,Standard Class,Corporate,California,East,Technology,Paper,1493.62,4,0.45,-488.9
CA-2018-20975,2018-09-13,First Class,Consumer,California,West,Technology,Chairs,302.23,5,0.03,47.13
CA-2018-33959,2017-10-30,First Class,Corporate,Illinois,Central,Technology,Tables,721.36,4,0.3,-130.63
CA-2018-39703,2021-06-08,Same Day,Corporate,Illinois,East,Furniture,Binders,4193.09,8,0.28,-732.5
CA-2016-56427,2021-06-07,First Class,Consumer,Florida,Central,Furniture,Phones,3658.76,8,0.02,592.16
CA-2018-71529,2019-03-14,Second Class,Corporate,Washington,West,Office Supplies,Phones,3325.03,3,0.26,-557.09
CA-2016-41921,2019-08-22,Same Day,Home Office,Ohio,South,Office Supplies,Paper,661.94,1,0.3,-33.03
CA-2018-37355,2017-03-10,Same Day,Consumer,California,Central,Office Supplies,Chairs,3203.25,6,0.1,227.73
CA-2019-14835,2020-02-27,Standard Class,Home Office,California,West,Furniture,Binders,3863.04,2,0.14,206.54
CA-2017-57605,2017-07-15,First Class,Consumer,California,West,Furniture,Accessories,4304.4,2,0.32,-1003.59
CA-2015-48088,2017-05-20,First Class,Home Office,Ohio,South,Office Supplies,Paper,76.02,3,0.23,-7.52
CA-2015-65284,2021-01-07,Second Class,Home Office,California,South,Furniture,Accessories,3425.53,8,0.43,-950.51
CA-2018-45547,2017-10-10,Standard Class,Corporate,New York,West,Furniture,Paper,105.3,3,0.17,8.64
CA-2019-37532,2017-11-08,Standard Class,Home Office,Washington,West,Technology,Chairs,3537.3,7,0.13,398.09
CA-2017-55445,2019-01-16,Same Day,Corporate,Texas,Central,Technology,Binders,3181.75,9,0.49,-1222.61
CA-2016-66178,2021-04-08,Same Day,Consumer,Texas,West,Office Supplies,Chairs,750.26,8,0.46,-192.03
CA-2019-60990,2021-08-16,Same Day,Home Office,Florida,West,Office Supplies,Phones,3832.95,1,0.01,386.61
CA-2015-75545,2017-10-04,Second Class,Home Office,New York,Central,Technology,Accessories,351.05,7,0.39,-32.63
CA-2016-66570,2017-03-02,Second Class,Consumer,California,East,Furniture,Tables,4133.73,7,0.06,942.62
CA-2019-47892,2020-09-04,Same Day,Consumer,California,Central,Office Supplies,Copiers,1317.03,8,0.01,238.14
CA-2015-71813,2022-03-29,Standard Class,Home Office,Illinois,Central,Office Supplies,Phones,3447.37,5,0.14,292.08
CA-2015-18415,2017-02-21,Second Class,Consumer,Illinois,South,Office Supplies,Phones,4619.21,9,0.13,555.96
CA-2015-72292,2022-02-23,Standard Class,Corporate,Florida,Central,Furniture,Accessories,1705.74,9,0.41,-306.61
CA-2016-14158,2017-06-02,Standard Class,Consumer,California,West,Technology,Paper,2519.44,8,0.36,-340.23
CA-2015-30309,2021-11-08,First Class,Consumer,Florida,West,Office Supplies,Phones,2320.96,6,0.49,-465.03
CA-2017-82474,2020-08-27,Same Day,Home Office,New York,West,Technology,Copiers,796.48,6,0.36,-128.14
CA-2015-56540,2022-01-12,First Class,Corporate,Texas,East,Technology,Binders,2955.66,1,0.21,-2.73
CA-2015-28017,2018-06-28,Same Day,Consumer,California,West,Furniture,Phones,3717.58,6,0.35,-325.97
CA-2015-18702,2018-07-21,Same Day,Corporate,Washington,East,Furniture,Binders,4585.21,4,0.5,-1295.45
CA-2015-10404,2022-03-03,Standard Class,Corporate,Ohio,West,Furniture,Chairs,4255.5,4,0.36,-539.46
CA-2018-28384,2020-11-13,Same Day,Corporate,New York,Central,Furniture,Paper,2555.0,2,0.38,-693.57
CA-2019-19860,2021-04-21,Standard Class,Home Office,California,South,Furniture,Binders,3597.9,4,0.47,-1177.17
CA-2017-60612,2018-09-14,Standard Class,Consumer,Ohio,West,Furniture,Phones,4005.91,5,0.06,107.46
CA-2019-79172,2020-04-15,Same Day,Home Office,Washington,East,Office Supplies,Paper,2472.51,5,0.35,-429.13
CA-2019-14809,2020-10-17,Standard Class,Consumer,Illinois,East,Technology,Copiers,585.98,5,0.43,-155.91
CA-2016-63330,2017-11-10,Standard Class,Consumer,Florida,South,Furniture,Paper,2195.27,4,0.48,-396.71
CA-2015-66397,2019-03-18,Standard Class,Home Office,Illinois,West,Office Supplies,Binders,4213.97,1,0.11,391.07
CA-2015-48765,2019-04-28,Second Class,Corporate,Texas,Central,Technology,Binders,2987.24,8,0.25,-10.12
CA-2015-55106,2017-04-07,Standard Class,Corporate,Illinois,West,Furniture,Tables,3625.05,3,0.34,-748.56
CA-2019-27100,2019-05-31,Second Class,Consumer,California,West,Furniture,Tables,934.49,2,0.12,128.85
CA-2018-31949,2020-05-21,Second Class,Home Office,Washington,South,Office Supplies,Paper,4822.05,9,0.3,-464.02
CA-2015-47744,2019-04-09,Standard Class,Corporate,Illinois,West,Technology,Accessories,2026.36,7,0.13,190.98
CA-2016-46187,2017-05-17,Standard Class,Corporate,California,Central,Furniture,Accessories,3271.64,9,0.17,-151.78
CA-2016-68017,2019-10-27,Second Class,Consumer,Texas,East,Technology,Tables,104.17,2,0.22,-3.42
CA-2017-42049,2019-10-08,Second Class,Consumer,Ohio,South,Office Supplies,Phones,645.32,9,0.26,-33.23
CA-2018-52944,2017-04-19,Standard Class,Home Office,Washington,Central,Furniture,Chairs,3912.35,9,0.22,-88.91
CA-2018-34285,2018-07-01,Standard Class,Consumer,Illinois,East,Technology,Paper,4840.17,9,0.25,139.39
CA-2017-52808,2019-11-29,Same Day,Corporate,Florida,South,Office Supplies,Chairs,1607.08,4,0.15,200.19
CA-2015-63871,2018-10-24,Second Class,Corporate,Florida,South,Office Supplies,Tables,195.53,3,0.08,41.6
CA-2019-49764,2018-03-01,Second Class,Corporate,Washington,East,Furniture,Binders,1810.72,6,0.02,356.45
CA-2016-63682,2018-09-22,Same Day,Corporate,Florida,East,Technology,Copiers,97.17,3,0.1,18.75
CA-2018-16949,2017-09-18,Second Class,Home Office,Illinois,Central,Furniture,Paper,969.94,9,0.29,-30.92
CA-2016-65393,2020-12-20,First Class,Home Office,Illinois,West,Furniture,Tables,3764.84,3,0.39,-1025.14
CA-2016-16941,2017-03-28,Second Class,Consumer,Washington,West,Technology,Phones,4686.07,2,0.08,360.17
CA-2017-71886,2018-04-10,Same Day,Consumer,Illinois,West,Technology,Copiers,446.37,8,0.05,26.6
CA-2016-93251,2017-03-17,First Class,Consumer,Ohio,West,Technology,Paper,2793.92,6,0.37,-891.12
CA-2015-63413,2018-04-16,Standard Class,Home Office,California,West,Office Supplies,Paper,1276.87,8,0.15,-67.66
CA-2015-52318,2022-06-23,Same Day,Corporate,Texas,Central,Office Supplies,Accessories,703.91,7,0.48,-301.97
CA-2018-80173,2022-06-10,Same Day,Consumer,Ohio,South,Technology,Binders,1102.71,3,0.36,-143.4
CA-2016-53088,2018-02-18,Standard Class,Corporate,Ohio,Central,Office Supplies,Paper,2893.04,8,0.16,-10.46
CA-2019-49811,2019-04-05,Same Day,Consumer,Florida,Central,Furniture,Binders,335.02,1,0.14,-3.97
CA-2016-65479,2019-06-14,Second Class,Consumer,California,Central,Technology,Tables,2176.75,1,0.26,-42.6
CA-2015-97369,2018-12-27,Standard Class,Consumer,Washington,South,Furniture,Phones,684.79,8,0.04,149.37
CA-2015-29963,2018-04-02,Same Day,Consumer,Florida,Central,Technology,Copiers,1370.66,9,0.06,320.49
CA-2018-83477,2020-08-01,Standard Class,Consumer,California,Central,Furniture,Copiers,961.86,6,0.09,115.91
CA-2019-15569,2020-06-16,Standard Class,Corporate,Illinois,South,Technology,Phones,4416.05,5,0.39,-991.92
CA-2019-46586,2021-08-28,Standard Class,Consumer,Washington,Central,Furniture,Paper,3542.98,2,0.26,-473.64
CA-2017-22015,2021-06-11,First Class,Corporate,Washington,West,Technology,Paper,4343.63,9,0.01,415.16
CA-2017-16254,2018-10-15,Same Day,Home Office,Florida,East,Technology,Tables,1923.48,6,0.34,-455.42
CA-2015-34214,2018-11-03,First Class,Consumer,Illinois,Central,Office Supplies,Accessories,1573.93,8,0.21,-90.82
CA-2017-21637,2021-05-01,Same Day,Corporate,Florida,East,Furniture,Accessories,1909.13,9,0.26,72.44
CA-2018-51240,2020-10-27,Second Class,Home Office,New York,Central,Office Supplies,Accessories,102.56,9,0.11,-6.13
CA-2017-93807,2018-05-10,Second Class,Home Office,California,Central,Furniture,Binders,3626.27,8,0.28,-655.26
CA-2017-43434,2021-07-06,Second Class,Home Office,New York,West,Office Supplies,Accessories,1755.36,8,0.49,-689.68
CA-2019-85697,2022-04-27,Same Day,Corporate,California,South,Technology,Phones,1573.49,3,0.04,297.83
CA-2019-21314,2019-12-05,Standard Class,Consumer,Texas,East,Office Supplies,Copiers,2994.72,3,0.14,-5.63
CA-2017-67108,2020-11-25,Standard Class,Consumer,Ohio,South,Office Supplies,Copiers,2186.89,2,0.12,96.91
CA-2019-97505,2020-06-24,First Class,Corporate,Washington,West,Technology,Binders,4904.41,1,0.12,-161.08
CA-2018-46668,2021-06-28,First Class,Consumer,Florida,West,Office Supplies,Tables,1787.7,4,0.19,-69.27
CA-2019-49749,2018-08-20,Second Class,Corporate,Texas,East,Technology,Phones,3073.34,2,0.41,-1027.11
CA-2015-26907,2018-03-26,First Class,Consumer,Texas,South,Furniture,Copiers,1565.14,2,0.46,-433.14
CA-2016-61745,2018-04-30,Same Day,Home Office,Washington,West,Office Supplies,Phones,4953.07,5,0.1,-126.38
CA-2015-91818,2018-10-08,Same Day,Consumer,Washington,Central,Technology,Copiers,2231.1,4,0.27,-49.92
CA-2015-33321,2018-09-12,First Class,Corporate,California,Central,Technology,Chairs,3174.3,1,0.32,-407.42
CA-2015-32574,2019-11-08,First Class,Corporate,New York,Central,Office Supplies,Tables,642.34,9,0.26,-18.63
CA-2015-53221,2021-06-18,First Class,Home Office,Illinois,South,Furniture,Tables,3667.79,4,0.22,-239.77
CA-2017-29262,2018-10-24,First Class,Corporate,California,Central,Office Supplies,Chairs,1353.36,5,0.1,61.41
CA-2019-14432,2019-01-28,Second Class,Consumer,Illinois,Central,Technology,Binders,2248.58,7,0.24,-372.02
CA-2016-74291,2017-10-16,Second Class,Consumer,Texas,West,Furniture,Copiers,4416.83,2,0.2,-84.08
CA-2015-69399,2020-12-08,First Class,Home Office,Illinois,West,Office Supplies,Copiers,4853.06,8,0.4,-1074.34
CA-2015-89714,2018-12-22,Same Day,Corporate,New York,Central,Technology,Copiers,2128.61,2,0.38,-453.34
CA-2019-97731,2018-09-30,Second Class,Home Office,California,Central,Office Supplies,Accessories,4175.67,5,0.07,689.53
CA-2016-38699,2017-08-23,Same Day,Consumer,Washington,West,Furniture,Accessories,276.21,2,0.04,60.25
CA-2016-26748,2018-02-20,Standard Class,Home Office,New York,East,Furniture,Accessories,4239.39,2,0.45,-900.03
CA-2016-14621,2019-07-27,Same Day,Corporate,Ohio,South,Furniture,Accessories,3151.26,4,0.27,-579.94
CA-2017-15126,2018-05-14,First Class,Home Office,New York,South,Furniture,Accessories,2448.64,4,0.43,-549.68
CA-2017-28030,2019-09-01,Standard Class,Corporate,Ohio,West,Furniture,Chairs,4450.92,8,0.03,178.4
CA-2017-48638,2018-09-26,Second Class,Corporate,California,South,Office Supplies,Tables,4228.23,6,0.26,-153.67
CA-2018-98869,2021-08-01,Second Class,Consumer,Washington,West,Furniture,Binders,1491.76,8,0.27,-185.78
CA-2017-44674,2019-10-17,Standard Class,Consumer,New York,West,Furniture,Phones,3959.53,7,0.43,-1373.46
CA-2015-48518,2017-04-25,Same Day,Consumer,Ohio,West,Technology,Accessories,506.46,4,0.05,109.15
CA-2019-20267,2019-07-21,Second Class,Corporate,Washington,West,Furniture,Chairs,4115.59,2,0.12,343.66
CA-2016-11062,2018-11-05,First Class,Home Office,Florida,East,Technology,Copiers,3380.52,9,0.2,-207.29
CA-2015-60448,2021-10-03,Standard Class,Corporate,Florida,Central,Technology,Binders,448.45,2,0.43,-166.97
CA-2016-57915,2020-06-11,First Class,Consumer,Florida,Central,Technology,Binders,3418.57,1,0.47,-976.59
CA-2015-13596,2021-04-13,Standard Class,Consumer,Illinois,East,Office Supplies,Binders,2906.79,8,0.5,-637.15
CA-2018-16168,2019-11-01,Second Class,Home Office,New York,South,Office Supplies,Chairs,2976.81,9,0.48,-836.2
CA-2018-17561,2017-07-25,Same Day,Consumer,California,South,Technology,Phones,1461.41,1,0.0,428.07
CA-2017-92152,2021-08-30,Standard Class,Consumer,California,Central,Office Supplies,Accessories,1339.82,7,0.02,85.9
CA-2019-36734,2017-09-04,Standard Class,Consumer,Illinois,South,Furniture,Binders,3815.05,2,0.07,465.73
CA-2018-36069,2021-05-02,First Class,Home Office,California,Central,Office Supplies,Chairs,1291.5,6,0.17,102.71
CA-2016-22910,2019-01-28,Second Class,Corporate,Ohio,Central,Furniture,Copiers,2236.85,5,0.41,-511.38
CA-2015-33275,2020-02-25,First Class,Consumer,Florida,East,Furniture,Tables,3477.0,1,0.45,-1311.64
CA-2017-91449,2017-05-27,Second Class,Home Office,New York,South,Office Supplies,Copiers,407.29,2,0.09,43.06
CA-2015-70004,2017-04-28,First Class,Consumer,California,East,Office Supplies,Chairs,2976.8,2,0.31,-318.71
CA-2018-64553,2022-04-19,Standard Class,Home Office,California,Central,Technology,Chairs,2950.99,6,0.46,-672.3
CA-2016-85703,2020-11-06,First Class,Consumer,Texas,Central,Office Supplies,Chairs,3424.3,1,0.23,35.28
CA-2017-27260,2018-02-16,Same Day,Home Office,Texas,Central,Office Supplies,Binders,1855.94,4,0.05,357.63
CA-2019-38024,2021-08-15,Second Class,Consumer,Texas,West,Office Supplies,Chairs,2250.41,5,0.23,-31.82
CA-2015-37285,2021-05-27,Second Class,Corporate,New York,West,Furniture,Tables,1656.55,2,0.19,-142.54
CA-2019-11605,2017-12-29,Standard Class,Consumer,Florida,West,Furniture,Binders,4042.76,2,0.29,-561.71
CA-2018-87149,2021-03-13,Second Class,Home Office,Washington,East,Furniture,Copiers,661.75,7,0.22,15.9
CA-2017-86125,2017-05-17,Same Day,Consumer,Florida,Central,Technology,Tables,4815.14,7,0.01,1340.33
CA-2015-23046,2020-04-13,First Class,Corporate,Florida,South,Technology,Paper,3177.83,6,0.5,-1367.3
CA-2017-34818,2020-08-05,Standard Class,Consumer,New York,East,Technology,Copiers,4435.66,1,0.27,-381.98
CA-2019-86323,2019-08-16,Same Day,Home Office,Ohio,East,Furniture,Chairs,2136.89,3,0.24,-239.05
